UserId,Tag Name,Count
3965,human-factors,1
3965,ide,6
3965,idioms,1
3965,if-statement,2
3965,image,2
3965,image-manipulation,1
3965,immutability,8
3965,imperative-languages,2
3965,imperative-programming,2
3965,implementations,1
3965,import,2
3965,indentation,1
3965,inheritance,12
3965,initialization,2
3965,installer,1
3965,integration,1
3965,intel,1
3965,interfaces,15
3965,internet,1
3965,internship,4
3965,interruptions,1
3965,interview,29
3965,introduction,1
3965,ioc,1
3965,iphone,1
3965,issue-tracking,5
3965,java,62
3965,java-ee,1
3965,java8,1
3965,javascript,23
3965,jenkins,1
3965,job-definition,4
3965,job-market,5
3965,job-performance,2
3965,job-satisfaction,1
3965,job-searching,1
3965,job-title,3
3965,jobs,2
3965,jquery,2
3965,json,2
3965,junior-programmer,9
3965,jvm,1
3965,kernel,1
3965,keywords,1
3965,knowledge-base,2
3965,knowledge-management,1
3965,knowledge-transfer,1
3965,lamp,1
3965,language-agnostic,20
3965,language-choice,2
3965,language-design,16
3965,language-discussion,1
3965,language-features,6
3965,languages,4
3965,large-scale-project,1
3965,layers,1
3965,learning,24
3965,learning-curve,1
3965,legacy,6
3965,legacy-code,1
3965,legal,5
3965,lexer,3
3965,lgpl,2
3965,libraries,5
3965,licensing,10
3965,linking,3
3965,linq,1
3965,linux,6
3965,lisp,3
3965,lisp-machine,1
3965,llvm,1
3965,locks,2
3965,logging,4
3965,logic,1
3965,logic-programming,1
3965,loops,4
3965,low-level,5
3965,lua,3
3965,mac,1
3965,machine-learning,1
3965,maintainability,3
3965,maintenance,12
3965,management,4
3965,map,1
3965,marketing,1
3965,math,3
3965,matlab,1
3965,measurement,2
3965,meetings,2
3965,memory,11
3965,memory-usage,1
3965,mentor,3
3965,mercurial,13
3965,merging,3
3965,message-passing,1
3965,messaging,1
3965,meta-programming,1
3965,method-chaining,1
3965,methodology,3
3965,methods,9
3965,metrics,3
3965,microsoft,1
3965,migration,1
3965,mind-mapping,1
3965,mit-license,1
3965,mocking,2
3965,modeling,1
3965,modules,1
3965,monkey-patch,1
3965,multiple-inheritance,1
3965,multithreading,8
3965,mutable,1
3965,mvc,3
3965,mysql,1
3965,namespace,4
3965,naming,12
3965,naming-standards,3
3965,networking,1
3965,new-job,2
3965,new-technology,1
3965,node.js,2
3965,normalization,1
3965,null,6
3965,numbers,1
3965,oauth,1
3965,object-oriented,67
3965,object-oriented-design,20
3965,objective-c,2
3965,old-software,1
3965,open-close,1
3965,open-source,27
3965,operating-systems,4
3965,operators,1
3965,optimization,3
3965,organization,1
3965,out-parameters,1
3965,package-managers,1
3965,packages,4
3965,pair-programming,3
3965,paradigms,2
3965,parallelism,1
3965,parameters,6
3965,parsing,6
3965,passwords,1
3965,patterns-and-practices,5
3965,pen-and-paper,1
3965,perforce,3
3965,performance,12
3965,perl,4
3965,persistence,1
3965,philosophy,4
3965,php,13
3965,physics,1
3965,planning,4
3965,pointers,5
3965,politics,2
3965,polymorphism,6
3965,portability,1
3965,portfolio,1
3965,pricing,1
3965,problem-solving,4
3965,procedural,2
3965,process,1
3965,process-improvement,1
3965,product-backlog,1
3965,product-features,1
3965,product-owner,2
3965,productivity,15
3965,profession,2
3965,professional-society,1
3965,professionalism,2
3965,programming-languages,51
3965,programming-practices,55
3965,project,2
3965,project-management,24
3965,project-planning,1
3965,protocol,1
3965,pseudocode,2
3965,pure-oop,1
3965,push,1
3965,puzzles,1
3965,python,30
3965,python-3.x,1
3965,qa,1
3965,qt,3
3965,quality,4
3965,query,2
3965,quotations,1
3965,random,2
3965,rationale,1
3965,reactive,1
3965,readability,10
3965,reading,1
3965,real-time,1
3965,recognition,1
3965,recruiting,3
3965,recursion,9
3965,refactoring,20
3965,reflection,2
3965,regular-expressions,5
3965,release-management,3
3965,reporting,1
3965,repository,2
3965,requirements,7
3965,requirements-management,2
3965,research,2
3965,resources,1
3965,resume,2
3965,review,1
3965,rewrite,1
3965,ria,1
3965,robotics,1
3965,roles,1
3965,ruby,5
3965,rules-and-constraints,1
3965,runtime,1
3965,sales,1
3965,scala,15
3965,scalability,1
3965,scheduling,2
3965,schema,1
3965,school,1
3965,science,1
3965,scm,3
3965,scope,2
3965,scripting,3
3965,scrum,28
3965,search,2
3965,search-engine,1
3965,security,7
3965,self-improvement,12
3965,semantics,1
3965,senior-developer,1
3965,separation-of-concerns,1
3965,serialization,2
3965,server,1
3965,shell,2
3965,signals,1
3965,simplicity,1
3965,single-responsibility,2
3965,singleton,1
3965,skills,10
3965,soft-skills,1
3965,software,3
3965,software-developer,4
3965,software-patches,2
3965,software-patent,1
3965,software-performance,2
3965,software-updates,1
3965,solid,5
3965,solo-development,2
3965,sorting,1
3965,source-code,11
3965,specifications,1
3965,spreadsheet,1
3965,sprint,2
3965,sql-injection,1
3965,ssl,1
3965,stack,3
3965,standard-library,1
3965,standards,4
3965,startup,1
3965,state,1
3965,static-linking,1
3965,static-methods,1
3965,static-typing,2
3965,string-matching,1
3965,strings,3
3965,students,4
3965,survey,1
3965,svn,14
3965,swift-language,1
3965,swing,3
3965,synchronization,3
3965,syntax,6
3965,system-reliability,1
3965,systems-programming,1
3965,tail-call,1
3965,task,1
3965,tdd,11
3965,teaching,8
3965,team,4
3965,team-building,1
3965,team-foundation-server,3
3965,team-leader,3
3965,teamwork,19
3965,technical-debt,2
3965,technical-manuals,1
3965,technical-support,1
3965,technique,1
3965,technology,1
3965,templates,4
3965,terminology,16
3965,test-automation,2
3965,test-coverage,1
3965,testing,18
3965,text-editor,2
3965,text-processing,1
3965,theory,5
3965,third-party-libraries,3
3965,thread,1
3965,time-estimation,1
3965,time-management,2
3965,time-tracking,3
3965,tips-and-tricks,2
3965,toolkit,1
3965,tools,4
3965,training,4
3965,trait,2
3965,trees,2
3965,twitter,1
3965,type-casting,2
3965,type-conversion,1
3965,type-safety,4
3965,type-systems,6
3965,typeclass,1
3965,ubuntu,1
3965,ui,1
3965,uml,2
3965,uncle-bob,1
3965,unit-testing,13
3965,unix,1
3965,upgrade,2
3965,user-experience,2
3965,user-interface,5
3965,user-story,4
3965,users,1
3965,validation,4
3965,variables,8
3965,vb.net,1
3965,version-control,55
3965,versioning,2
3965,vi,2
3965,vim,1
3965,virtual-machine,1
3965,visual-basic-6,1
3965,web,3
3965,web-applications,3
3965,web-development,14
3965,web-framework,2
3965,web-services,1
3965,websites,2
3965,whiteboard,2
3965,whitespace,1
3965,windows,6
3965,wordpress,1
3965,work-environment,6
3965,workflows,9
3965,wpf,1
3965,x86,1
3965,xml,2
3965,zend-framework,1
3965,zone,1
